income_status,development_status,parent,continent,location,iso_code,date,population,first_dose,last_dose,booster_dose,partially_vaccinated,total_vaccinations,total_vaccinations_per_million,partially_vaccinated_per_million,fully_vaccinated_per_million,first_dose_per_million,last_dose_per_million,booster_dose_per_million
Middle income,Economy in transition,world,Europe,Ukraine,UKR,2021-02,43466819,997649,1453274,741197,-455625,3192120,73438.08619,-10482.13351,33434.10062,22951.96711,33434.10062,17052.01846
Middle income,Economy in transition,world,Europe,Ukraine,UKR,2021-03,43466819,1286331,1453276,741197,-166945,3480804,80079.56598,-3840.745742,33434.14663,29593.40089,33434.14663,17052.01846
Middle income,Economy in transition,world,Europe,Ukraine,UKR,2021-04,43466819,1749431,1453564,741197,295867,3944192,90740.29549,6806.73228,33440.77237,40247.50465,33440.77237,17052.01846
Middle income,Economy in transition,world,Europe,Ukraine,UKR,2021-05,43466819,2234953,1601344,741197,633609,4577494,105310.0757,14576.84309,36840.60708,51417.45017,36840.60708,17052.01846
Middle income,Economy in transition,world,Europe,Ukraine,UKR,2021-06,43466819,3140714,2232839,741197,907875,6114750,140676.2708,20886.62159,51368.81537,72255.43696,51368.81537,17052.01846
Middle income,Economy in transition,world,Europe,Ukraine,UKR,2021-07,43466819,4649106,3431957,741197,1217149,8822260,202965.393,28001.79604,78955.78924,106957.5853,78955.78924,17052.01846
Middle income,Economy in transition,world,Europe,Ukraine,UKR,2021-08,43466819,6616552,5602474,741197,1014078,12960223,298163.5946,23329.93358,128890.8213,152220.7549,128890.8213,17052.01846
Middle income,Economy in transition,world,Europe,Ukraine,UKR,2021-09,43466819,8214875,7159571,741197,1055304,16115643,370757.3586,24278.38117,164713.4795,188991.8607,164713.4795,17052.01846
Middle income,Economy in transition,world,Europe,Ukraine,UKR,2021-10,43466819,11260580,8833471,741197,2427109,20835248,479336.8477,55838.20155,203223.3139,259061.5154,203223.3139,17052.01846
Middle income,Economy in transition,world,Europe,Ukraine,UKR,2021-12,43466819,14424634,12926696,0,1497938,27351330,629246.1843,34461.64303,297392.2706,331853.9137,297392.2706,0
Middle income,Economy in transition,world,Europe,Ukraine,UKR,2021-11,43466819,14727952,13165906,741197,1562046,28635055,658779.6314,35936.51516,302895.5489,338832.0641,302895.5489,17052.01846
Middle income,Economy in transition,world,Europe,Ukraine,UKR,2022-01,43192122,15402001,14643826,466243,758175,30512070,706426.7414,17553.54831,339039.2813,356592.8296,339039.2813,10794.63056
Middle income,Economy in transition,world,Europe,Ukraine,UKR,2022-02,43192122,15670802,15068904,741197,601898,31480903,728857.5217,13935.36534,348880.8445,362816.2099,348880.8445,17160.46736
Middle income,Economy in transition,world,Europe,Ukraine,UKR,2022-03,43192122,15670802,15068904,741197,601898,31480903,728857.5217,13935.36534,348880.8445,362816.2099,348880.8445,17160.46736
Middle income,Economy in transition,world,Europe,Ukraine,UKR,2022-04,43192122,15670802,15068904,741197,601898,31480903,728857.5217,13935.36534,348880.8445,362816.2099,348880.8445,17160.46736
Middle income,Economy in transition,world,Europe,Ukraine,UKR,2022-05,43192122,15670802,15068904,741197,601898,31480903,728857.5217,13935.36534,348880.8445,362816.2099,348880.8445,17160.46736
High income,Developing,world,Asia,United Arab Emirates,ARE,2022-01,10081785,599465,9347663,0,-8748198,9947128,986643.5358,-867723.1264,927183.3311,59460.20472,927183.3311,0
High income,Developing,world,Asia,United Arab Emirates,ARE,2022-03,10081785,9991089,9715335,4848562,275754,24554986,2435579.215,27351.70409,963652.2699,991003.974,963652.2699,480922.9715
High income,Developing,world,Asia,United Arab Emirates,ARE,2022-04,10081785,9991089,9753301,4959691,237788,24704081,2450367.767,23585.90269,967418.0713,991003.974,967418.0713,491945.7219
High income,Developing,world,Asia,United Arab Emirates,ARE,2022-05,10081785,9991089,9792266,5125972,198823,24909327,2470725.868,19721.01171,971282.9623,991003.974,971282.9623,508438.9322
High income,Developed economy,world,Europe,United Kingdom,GBR,2021-03,68207116,26454219,3519105,0,22935114,29973324,439445.7024,336256.909,51594.39669,387851.3057,51594.39669,0
High income,Developed economy,world,Europe,United Kingdom,GBR,2021-04,68207116,34362205,14957313,0,19404892,49319518,723084.6412,284499.5235,219292.5589,503792.0823,219292.5589,0
High income,Developed economy,world,Europe,United Kingdom,GBR,2021-05,68207116,39477158,25734719,0,13742439,65211877,956086.1216,201481.0156,377302.553,578783.5686,377302.553,0
High income,Developed economy,world,Europe,United Kingdom,GBR,2021-06,68207116,44860978,33048199,0,11812779,77909177,1142244.117,173189.8326,484527.1423,657716.9749,484527.1423,0
High income,Developed economy,world,Europe,United Kingdom,GBR,2021-07,68207116,46816382,38322171,0,8494211,85138553,1248235.639,124535.5543,561850.0422,686385.5965,561850.0422,0
High income,Developed economy,world,Europe,United Kingdom,GBR,2021-08,68207116,48087908,42909987,0,5177921,90997895,1334140.781,75914.67436,629113.0532,705027.7276,629113.0532,0
High income,Developed economy,world,Europe,United Kingdom,GBR,2021-09,68207116,48863490,44901832,0,3961658,93765322,1374714.656,58082.76661,658315.9446,716398.7112,658315.9446,0
Middle income,Least developed,world,Africa,Tanzania,TZA,2021-08,61498437,0,300753,0,0,300753,4890.416971,0,4890.416971,0,4890.416971,0
Middle income,Least developed,world,Africa,Tanzania,TZA,2021-09,61498437,0,560938,0,0,560938,9121.174901,0,9121.174901,0,9121.174901,0
Middle income,Least developed,world,Africa,Tanzania,TZA,2021-10,61498437,35832,965778,0,-929946,1001610,16286.75539,-15121.45748,15704.10643,582.6489542,15704.10643,0
Middle income,Least developed,world,Africa,Tanzania,TZA,2021-11,61498437,1592897,1078102,0,514795,2670999,43431.98186,8370.863149,17530.55935,25901.4225,17530.55935,0
Middle income,Least developed,world,Africa,Tanzania,TZA,2021-12,61498437,2079930,1359225,0,720705,3439155,55922.64077,11719.07832,22101.78122,33820.85954,22101.78122,0
Middle income,Least developed,world,Africa,Tanzania,TZA,2022-01,63298550,2079930,1646261,0,433669,3726191,58866.92507,6851.167997,26007.87854,32859.04653,26007.87854,0
Middle income,Least developed,world,Africa,Tanzania,TZA,2022-03,63298550,3941772,3067877,0,873895,7009649,110739.4877,13805.92446,48466.78162,62272.70609,48466.78162,0
Middle income,Least developed,world,Africa,Tanzania,TZA,2022-04,63298550,5104122,3918891,0,1185231,9023013,142546.9146,18724.45735,61911.22861,80635.68597,61911.22861,0
Middle income,Least developed,world,Africa,Tanzania,TZA,2022-05,63298550,6483895,3915900,0,2567995,10399795,164297.5234,40569.57071,61863.97635,102433.5471,61863.97635,0
Middle income,Least developed,world,Africa,Tanzania,TZA,2022-06,63298550,7588592,4079863,0,3508729,11668455,184340.0046,55431.42773,64454.28845,119885.7162,64454.28845,0
High income,Developed economy,world,North America,United States,USA,2021-03,332915073,96044046,53423486,0,42620560,149467532,448965.9499,128022.32,160471.815,288494.135,160471.815,0
High income,Developed economy,world,North America,United States,USA,2021-04,332915073,144894586,101407318,0,43487268,246301904,739834.0417,130625.7107,304604.1655,435229.8762,304604.1655,0
High income,Developed economy,world,North America,United States,USA,2021-05,332915073,167733972,135087319,0,32646653,302821291,909605.2284,98063.0066,405771.1109,503834.1175,405771.1109,0
High income,Developed economy,world,North America,United States,USA,2021-06,332915073,181339416,155884601,0,25454815,337224017,1012943.073,76460.38604,468241.3433,544701.7294,468241.3433,0
High income,Developed economy,world,North America,United States,USA,2021-07,332915073,189945907,163868916,0,26076991,353814823,1062778.023,78329.25907,492224.3818,570553.6409,492224.3818,0
High income,Developed economy,world,North America,United States,USA,2022-01,334805269,250184240,211954555,88286037,38229685,550424832,1644014.844,114184.8368,633068.1582,747252.995,633068.1582,263693.6906
High income,Developed economy,world,North America,United States,USA,2022-02,334805269,253629644,215677777,94383887,37951867,563691308,1683639.298,113355.047,644188.7179,757543.7649,644188.7179,281906.8149
High income,Developed economy,world,North America,United States,USA,2022-03,334805269,255582575,217703007,97793707,37879568,571079289,1705705.799,113139.1036,650237.6968,763376.8004,650237.6968,292091.3022
High income,Developing,world,South America,Uruguay,URY,2021-03,3485151,827317,199540,0,627777,1026857,294637.7359,180129.0676,57254.33417,237383.4018,57254.33417,0
High income,Developing,world,South America,Uruguay,URY,2021-07,3485151,2572223,2236350,383,335873,4808956,1379841.505,96372.58185,641679.514,738052.0959,641679.514,109.894808
High income,Developing,world,South America,Uruguay,URY,2021-08,3485151,2712304,2515331,369489,196973,5597124,1605991.821,56517.78072,721727.9825,778245.7632,721727.9825,106018.075
High income,Developing,world,South America,Uruguay,URY,2021-11,3485151,2748551,2678459,1512095,70092,6939105,1991048.594,20111.61066,768534.5628,788646.1734,768534.5628,433867.8582
High income,Developing,world,South America,Uruguay,URY,2021-12,3485151,2748818,2678812,1505917,70006,6933547,1989453.829,20086.93454,768635.8496,788722.7842,768635.8496,432095.1947
High income,Developing,world,South America,Uruguay,URY,2021-09,3485151,2787631,2580264,909760,207367,6277655,1801257.679,59500.14791,740359.313,799859.4609,740359.313,261038.9048
High income,Developing,world,South America,Uruguay,URY,2021-10,3485151,2817705,2631224,1182720,186481,6631649,1902829.748,53507.29423,754981.348,808488.6422,754981.348,339359.758
High income,Developing,world,South America,Uruguay,URY,2022-04,3496016,2837084,2744052,1927929,93032,7509065,2147892.058,26610.86219,784908.3071,811519.1692,784908.3071,551464.5814
High income,Developing,world,South America,Uruguay,URY,2022-01,3496016,2891120,2694604,1799867,196516,7385591,2112573.569,56211.41322,770764.207,826975.6202,770764.207,514833.7422
High income,Developing,world,South America,Uruguay,URY,2022-02,3496016,2948657,2755803,1917334,192854,7621794,2180137.047,55163.93518,788269.5617,843433.4969,788269.5617,548433.9889
Middle income,Economy in transition,world,Asia,Uzbekistan,UZB,2021-02,33935763,882799,2592099,1324393,-1709300,4799291,141422.8111,-50368.69217,76382.51717,26013.825,76382.51717,39026.46892
Middle income,Economy in transition,world,Asia,Uzbekistan,UZB,2021-03,33935763,928731,2739195,1636924,-1810464,5304850,156320.3397,-53349.73609,80717.05946,27367.32338,80717.05946,48235.95686
Middle income,Economy in transition,world,Asia,Uzbekistan,UZB,2021-04,33935763,994879,2743418,1636924,-1748539,5375221,158393.9928,-51524.96498,80841.50045,29316.53548,80841.50045,48235.95686
Middle income,Economy in transition,world,Asia,Uzbekistan,UZB,2021-05,33935763,2414273,3096336,1636924,-682063,7147533,210619.4872,-20098.64932,91241.08982,71142.4405,91241.08982,48235.95686
Middle income,Economy in transition,world,Asia,Uzbekistan,UZB,2021-06,33935763,3311614,3391140,1636924,-79526,8339678,245748.9463,-2343.427493,99928.20848,97584.78099,99928.20848,48235.95686
Middle income,Economy in transition,world,Asia,Uzbekistan,UZB,2021-07,33935763,5582573,3799024,1636924,1783549,11018521,324687.587,52556.61999,111947.5051,164504.125,111947.5051,48235.95686
Middle income,Economy in transition,world,Asia,Uzbekistan,UZB,2021-08,33935763,8926196,4559747,1636924,4366449,15122867,445632.1492,128668.0662,134364.0631,263032.1293,134364.0631,48235.95686
Middle income,Economy in transition,world,Asia,Uzbekistan,UZB,2021-09,33935763,10749631,6840715,1636924,3908916,19227270,566578.3911,115185.7408,201578.3467,316764.0875,201578.3467,48235.95686
Middle income,Economy in transition,world,Asia,Uzbekistan,UZB,2021-10,33935763,12709380,8965579,1636924,3743801,23311883,686941.4723,110320.2247,264192.6454,374512.8701,264192.6454,48235.95686
Middle income,Economy in transition,world,Asia,Uzbekistan,UZB,2021-12,33935763,17152250,11759684,0,5392566,28911934,851960.6293,158905.1055,346527.7619,505432.8674,346527.7619,0
Middle income,Economy in transition,world,Asia,Uzbekistan,UZB,2021-11,33935763,17293947,11693048,1636924,5600899,30623919,902408.4415,165044.1453,344564.1697,509608.315,344564.1697,48235.95686
Middle income,Economy in transition,world,Asia,Uzbekistan,UZB,2022-01,34382084,17746129,12337289,786050,5408840,30869468,897835.8613,157315.6531,358829.0052,516144.6584,358829.0052,22862.19765
Middle income,Economy in transition,world,Asia,Uzbekistan,UZB,2022-02,34382084,18133609,13199863,1680501,4933746,33013973,960208.6075,143497.5844,383916.897,527414.4813,383916.897,48877.2292
Middle income,Economy in transition,world,Asia,Uzbekistan,UZB,2022-03,34382084,18148812,13680932,3023714,4467880,34853458,1013709.873,129947.9112,397908.7481,527856.6593,397908.7481,87944.4655
Middle income,Economy in transition,world,Asia,Uzbekistan,UZB,2022-04,34382084,18543240,14093657,5328606,4449583,37965503,1104223.438,129415.7445,409912.8197,539328.5643,409912.8197,154982.054
Middle income,Economy in transition,world,Asia,Uzbekistan,UZB,2022-05,34382084,18646895,14484565,7552097,4162330,40683557,1183277.808,121061.0154,421282.3458,542343.3612,421282.3458,219652.1014
Middle income,Developing,world,Oceania,Vanuatu,VUT,2021-06,314464,10480,2,0,10478,10482,33332.90933,33320.18927,6.360028493,33326.5493,6.360028493,0
Middle income,Developing,world,Oceania,Vanuatu,VUT,2021-07,314464,26479,115,0,26364,26594,84569.29887,83837.89559,365.7016383,84203.59723,365.7016383,0
Middle income,Developing,world,Oceania,Vanuatu,VUT,2021-08,314464,34753,8906,0,25847,43659,138836.242,82193.82823,28321.20688,110515.0351,28321.20688,0
Middle income,Developing,world,Oceania,Vanuatu,VUT,2021-09,314464,49639,24105,0,25534,73744,234506.9706,81198.48377,76654.24341,157852.7272,76654.24341,0
Middle income,Developing,world,Oceania,Vanuatu,VUT,2021-10,314464,72276,32736,0,39540,105012,333939.656,125737.7633,104100.9464,229838.7097,104100.9464,0
Middle income,Developing,world,Oceania,Vanuatu,VUT,2021-11,314464,96141,45349,0,50792,141490,449940.2157,161519.2836,144210.4661,305729.7497,144210.4661,0
Middle income,Developing,world,Oceania,Vanuatu,VUT,2021-12,314464,102308,50403,0,51905,152711,485623.1556,165058.6395,160282.2581,325340.8975,160282.2581,0
Middle income,Developing,world,Oceania,Vanuatu,VUT,2022-01,321832,110907,78231,0,32676,189138,587691.7149,101531.2337,243080.2406,344611.4743,243080.2406,0
Middle income,Developing,world,Oceania,Vanuatu,VUT,2022-02,321832,114284,85180,0,29104,199464,619776.7779,90432.27522,264672.2514,355104.5266,264672.2514,0
Middle income,Developing,world,Oceania,Vanuatu,VUT,2022-03,321832,114284,85180,0,29104,199464,619776.7779,90432.27522,264672.2514,355104.5266,264672.2514,0
Middle income,Developing,world,Oceania,Vanuatu,VUT,2022-04,321832,132941,118158,0,14783,251099,780217.6291,45933.9034,367141.8628,413075.7662,367141.8628,0
Middle income,Developing,world,Oceania,Vanuatu,VUT,2022-05,321832,132941,118158,0,14783,251099,780217.6291,45933.9034,367141.8628,413075.7662,367141.8628,0
Middle income,Developing,world,South America,Venezuela,VEN,2021-03,28704954,163390,52967,0,110423,216357,7537.270396,3846.827276,1845.22156,5692.048836,1845.22156,0
Middle income,Developing,world,South America,Venezuela,VEN,2021-04,28704954,233089,131195,0,101894,364284,12690.63173,3549.700863,4570.465433,8120.166296,4570.465433,0
Middle income,Developing,world,South America,Venezuela,VEN,2021-05,28704954,315217,194910,0,120307,510127,17771.39235,4191.158084,6790.117134,10981.27522,6790.117134,0
Middle income,Developing,world,South America,Venezuela,VEN,2021-06,28704954,1584313,195487,0,1388826,1779800,62003.2347,48382.79831,6810.218194,55193.01651,6810.218194,0
Middle income,Developing,world,South America,Venezuela,VEN,2021-08,28704954,9926613,6190629,0,3735984,16117242,561479.4575,130151.1927,215664.1324,345815.3251,215664.1324,0
Middle income,Developing,world,South America,Venezuela,VEN,2021-09,28704954,13858057,9298857,0,4559200,23156914,806721.8641,158829.7267,323946.0687,482775.7954,323946.0687,0
Middle income,Developing,world,South America,Venezuela,VEN,2021-11,28704954,18393460,11656195,0,6737265,30049655,1046845.607,234707.3958,406069.1057,640776.5015,406069.1057,0
Middle income,Developing,world,Asia,Vietnam,VNM,2021-04,98168833,509855,9407,0,500448,519262,5289.479198,5097.829777,95.82471048,5193.654487,95.82471048,0
Middle income,Developing,world,Asia,Vietnam,VNM,2021-03,98168833,883424,20894,0,862530,904318,9211.864625,8786.189808,212.8374084,8999.027217,212.8374084,0
Middle income,Developing,world,Asia,Vietnam,VNM,2021-05,98168833,1038741,28529,0,1010212,1067270,10871.78046,10290.55729,290.6115834,10581.16887,290.6115834,0
Middle income,Developing,world,Asia,Vietnam,VNM,2021-06,98168833,2777127,143121,0,2634006,2920248,29747.20093,26831.38751,1457.906707,28289.29422,1457.906707,0
Middle income,Developing,world,Asia,Vietnam,VNM,2021-07,98168833,4983496,546402,0,4437094,5529898,56330.48526,45198.60188,5565.941687,50764.54357,5565.941687,0
Middle income,Developing,world,Asia,Vietnam,VNM,2021-08,98168833,16607991,2235013,0,14372978,18843004,191944.8711,146410.8064,22767.03238,169177.8388,22767.03238,0
Middle income,Developing,world,Asia,Vietnam,VNM,2021-09,98168833,29534498,7259412,0,22275086,36793910,374802.3571,226905.8857,73948.23569,300854.1214,73948.23569,0
Middle income,Developing,world,Asia,Vietnam,VNM,2021-10,98168833,55578783,23361620,0,32217163,78940403,804128.9744,328181.1754,237973.8995,566155.0749,237973.8995,0
Middle income,Developing,world,Asia,Vietnam,VNM,2021-11,98168833,68934236,47393949,0,21540287,116328185,1184980.828,219420.8319,482779.998,702200.8299,482779.998,0
Middle income,Developing,world,Asia,Vietnam,VNM,2021-12,98168833,77555511,68435813,0,9119698,145991324,1487145.355,92898.09934,697123.6278,790021.7272,697123.6278,0
